strategy,ticker,tf,rr,stop_mult,target_mult,long_only,n_trades,win_rate_pct,avg_r,expectancy_r,profit_factor,net_pnl_dollars,trades_per_day,max_consec_losses,max_dd_dollars,max_dd_pct,recovery_days,sharpe_R,kelly_pct,slip_atr_frac,survival_score,n_train,n_test,test_win_rate_pct,test_avg_r
donchian_55,XPDUSD,M15,1.5,1.5,2.25,True,149,35.57,-0.2044,-0.2044,0.698,-5278.21,1.209,9,5918.38,5.89,,-0.17,-7.38,0.05,-100.0,101,48,29.17,-0.3703
ema_pullback_20_50,USDCHF,M15,1.5,1.5,2.25,True,426,35.45,-0.8215,-0.8215,0.372,-2286.42,3.694,14,2321.52,2.32,,-0.623,-7.59,0.05,-100.0,245,181,38.12,-0.8105
ema_cross_12_26,NZDUSD,M15,1.5,1.5,2.25,True,133,35.34,-0.713,-0.713,0.325,-747.36,1.153,11,747.94,0.75,,-0.589,-7.77,0.05,-100.0,80,53,33.96,-0.777
ema_cross_9_20,FRA40.cash,D1,1.5,1.5,2.25,True,34,35.29,-0.3987,-0.3987,0.464,-303.42,0.018,6,369.09,0.37,,-0.331,-7.84,0.05,-100.0,18,16,25.0,-0.6553
donchian_20,USDCNH,H1,1.5,1.5,2.25,True,241,35.27,-0.7101,-0.7101,0.372,-1302.38,0.514,12,1302.38,1.3,,-0.585,-7.88,0.05,-100.0,152,89,32.58,-0.8188
donchian_20,FRA40.cash,H1,1.5,1.5,2.25,True,287,35.19,-1.1433,-1.1433,0.134,-1335.48,0.413,9,1339.83,1.34,,-0.931,-8.01,0.05,-100.0,173,114,39.47,-1.031
donchian_55,EURJPY,M15,1.5,1.5,2.25,True,168,35.12,-0.6366,-0.6366,0.352,-1018.76,1.457,16,1018.78,1.02,,-0.531,-8.13,0.05,-100.0,87,81,32.1,-0.773
donchian_55,XPTUSD,H1,1.5,1.5,2.25,True,191,35.08,-0.2216,-0.2216,0.609,-11103.26,0.384,10,11315.48,11.3,,-0.185,-8.2,0.05,-100.0,116,75,33.33,-0.2487
donchian_55,UK100.cash,H1,1.5,1.5,2.25,True,194,35.05,-1.2069,-1.2069,0.145,-833.38,0.379,15,834.25,0.83,,-0.948,-8.25,0.05,-100.0,121,73,43.84,-0.923
ema_pullback_20_50,NZDUSD,H1,1.5,1.5,2.25,True,392,34.95,-0.6708,-0.6708,0.52,-2107.72,0.835,8,2158.1,2.16,,-0.524,-8.42,0.05,-100.0,233,159,34.59,-0.6643
donchian_20,HK50.cash,D1,1.5,1.5,2.25,True,43,34.88,-0.6097,-0.6097,0.328,-270.32,0.022,7,288.8,0.29,,-0.518,-8.53,0.05,-100.0,21,22,45.45,-0.3345
donchian_55,EURGBP,H1,1.5,1.5,2.25,True,147,34.69,-0.453,-0.453,0.542,-976.46,0.313,9,978.57,0.98,,-0.376,-8.84,0.05,-100.0,95,52,34.62,-0.483
donchian_20,XPDUSD,H1,1.5,1.5,2.25,True,263,34.6,-0.2301,-0.2301,0.738,-9199.79,0.529,9,9372.67,9.36,,-0.193,-9.0,0.05,-100.0,161,102,36.27,-0.1747
ema_cross_12_26,EURGBP,H1,1.5,1.5,2.25,True,133,34.59,-0.4887,-0.4887,0.475,-888.08,0.283,7,918.62,0.92,,-0.41,-9.02,0.05,-100.0,77,56,33.93,-0.5253
donchian_55,USDCAD,M15,1.5,1.5,2.25,True,162,34.57,-0.8168,-0.8168,0.281,-892.83,1.405,9,900.59,0.9,,-0.678,-9.05,0.05,-100.0,100,62,37.1,-0.7967
ema_cross_12_26,XPDUSD,H1,1.5,1.5,2.25,True,142,34.51,-0.2338,-0.2338,0.653,-6509.71,0.286,8,7200.15,7.18,,-0.196,-9.15,0.05,-100.0,92,50,38.0,-0.1309
ema_cross_12_26,NZDUSD,H1,1.5,1.5,2.25,True,134,34.33,-0.4751,-0.4751,0.483,-958.5,0.286,8,1091.23,1.09,,-0.398,-9.45,0.05,-100.0,85,49,36.73,-0.4219
donchian_55,EURGBP,M15,1.5,1.5,2.25,True,143,34.27,-0.8222,-0.8222,0.275,-824.16,1.24,11,825.32,0.83,,-0.684,-9.56,0.05,-100.0,85,58,27.59,-1.0484
ema_cross_12_26,AUDUSD,D1,1.5,1.5,2.25,True,38,34.21,-0.2708,-0.2708,0.763,-604.41,0.013,6,1008.54,1.01,,-0.228,-9.65,0.05,-100.0,22,16,31.25,-0.3684
rsi_30_70,EURGBP,H1,1.5,1.5,2.25,True,88,34.09,-0.4765,-0.4765,0.478,-634.52,0.188,7,679.53,0.68,,-0.397,-9.85,0.05,-100.0,58,30,30.0,-0.5925
ema_cross_9_20,EURGBP,H1,1.5,1.5,2.25,True,174,33.91,-0.4926,-0.4926,0.448,-1287.84,0.371,8,1318.12,1.32,,-0.417,-10.15,0.05,-100.0,102,72,31.94,-0.5573
ema_pullback_20_50,EU50.cash,D1,1.5,1.5,2.25,True,121,33.88,-0.8568,-0.8568,0.336,-642.46,0.063,7,672.81,0.67,,-0.656,-10.19,0.05,-100.0,67,54,33.33,-0.879
donchian_55,USDCHF,M15,1.5,1.5,2.25,True,189,33.86,-0.6232,-0.6232,0.374,-1255.68,1.639,9,1259.26,1.26,,-0.523,-10.23,0.05,-100.0,111,78,37.18,-0.553
rsi_30_70,XPDUSD,M15,1.5,1.5,2.25,True,89,33.71,-0.249,-0.249,0.54,-6291.84,0.722,6,6441.85,6.44,,-0.21,-10.49,0.05,-100.0,51,38,39.47,-0.1139
ema_cross_12_26,USDCAD,H1,1.5,1.5,2.25,True,122,33.61,-0.5149,-0.5149,0.393,-1054.56,0.26,9,1149.09,1.15,,-0.436,-10.66,0.05,-100.0,85,37,37.84,-0.4286
ema_cross_9_20,USDSEK,H1,1.5,1.5,2.25,True,173,33.53,-0.3706,-0.3706,0.505,-2161.97,0.369,16,2243.85,2.24,,-0.314,-10.79,0.05,-100.0,101,72,34.72,-0.3504
donchian_20,USDCHF,M15,1.5,1.5,2.25,True,285,33.33,-0.637,-0.637,0.357,-1954.66,2.471,12,1968.38,1.97,,-0.539,-11.11,0.05,-100.0,173,112,34.82,-0.6243
donchian_55,FRA40.cash,D1,1.5,1.5,2.25,True,33,33.33,-0.4867,-0.4867,0.419,-277.82,0.017,7,329.68,0.33,,-0.409,-11.11,0.05,-100.0,18,15,20.0,-0.8074
donchian_55,XPDUSD,H1,1.5,1.5,2.25,True,174,33.33,-0.2623,-0.2623,0.654,-8281.87,0.35,8,8452.78,8.44,,-0.222,-11.11,0.05,-100.0,105,69,30.43,-0.323
ema_pullback_20_50,EURGBP,H1,1.5,1.5,2.25,True,366,33.06,-0.6648,-0.6648,0.443,-2571.28,0.78,14,2571.28,2.57,,-0.547,-11.57,0.05,-100.0,235,131,27.48,-0.8201
donchian_20,EURUSD,M15,1.5,1.5,2.25,True,264,32.95,-0.6758,-0.6758,0.373,-1689.33,2.289,16,1691.43,1.69,,-0.567,-11.74,0.05,-100.0,157,107,32.71,-0.6778
ema_pullback_20_50,GBPUSD,M15,1.5,1.5,2.25,True,414,32.85,-0.8317,-0.8317,0.42,-2405.25,3.59,15,2411.61,2.41,,-0.621,-11.92,0.05,-100.0,243,171,33.92,-0.827
ema_pullback_20_50,USDSEK,H1,1.5,1.5,2.25,True,399,32.83,-0.4941,-0.4941,0.544,-4060.27,0.85,10,4117.67,4.12,,-0.412,-11.95,0.05,-100.0,215,184,34.24,-0.4874
rsi_30_70,USDCNH,H1,1.5,1.5,2.25,True,116,32.76,-0.7302,-0.7302,0.327,-790.6,0.247,8,823.06,0.82,,-0.61,-12.07,0.05,-100.0,64,52,30.77,-0.8696
ema_pullback_20_50,AUDUSD,M15,1.5,1.5,2.25,True,481,32.22,-0.989,-0.989,0.327,-2549.75,4.171,10,2549.75,2.55,,-0.721,-12.96,0.05,-100.0,310,171,32.75,-1.0545
donchian_20,USDSEK,H1,1.5,1.5,2.25,True,278,32.01,-0.4013,-0.4013,0.5,-3738.02,0.592,10,3964.43,3.96,,-0.343,-13.31,0.05,-100.0,161,117,29.91,-0.4689
donchian_55,USDJPY,M15,1.5,1.5,2.25,True,188,31.91,-0.7364,-0.7364,0.318,-1231.45,1.63,10,1231.45,1.23,,-0.623,-13.48,0.05,-100.0,113,75,29.33,-0.8788
ema_pullback_20_50,EURUSD,M15,1.5,1.5,2.25,True,370,31.89,-1.0295,-1.0295,0.342,-2089.42,3.208,15,2091.52,2.09,,-0.728,-13.51,0.05,-100.0,239,131,35.88,-0.9007
ema_cross_9_20,GBPUSD,M15,1.5,1.5,2.25,True,173,31.79,-0.6194,-0.6194,0.385,-1308.13,1.5,9,1332.54,1.33,,-0.53,-13.68,0.05,-100.0,106,67,35.82,-0.5314
ema_cross_9_20,USDCAD,H1,1.5,1.5,2.25,True,167,31.74,-0.5675,-0.5675,0.384,-1465.75,0.356,9,1495.31,1.49,,-0.486,-13.77,0.05,-100.0,108,59,28.81,-0.6759
ema_cross_12_26,EURGBP,D1,1.5,1.5,2.25,True,41,31.71,-0.3161,-0.3161,0.635,-1124.77,0.015,10,1675.6,1.67,,-0.268,-13.82,0.05,-100.0,25,16,31.25,-0.3369
ema_pullback_20_50,NZDUSD,D1,1.5,1.5,2.25,True,136,31.62,-0.3933,-0.3933,0.554,-3248.99,0.048,6,3424.97,3.42,,-0.34,-13.97,0.05,-100.0,84,52,28.85,-0.4746
ema_cross_12_26,NZDUSD,D1,1.5,1.5,2.25,True,38,31.58,-0.294,-0.294,0.653,-870.05,0.013,7,1197.36,1.2,,-0.251,-14.04,0.05,-100.0,20,18,33.33,-0.219
ema_pullback_20_50,EURGBP,D1,1.5,1.5,2.25,True,133,31.58,-0.3962,-0.3962,0.485,-4502.41,0.047,15,4591.01,4.59,,-0.341,-14.04,0.05,-100.0,78,55,32.73,-0.3996
rsi_30_70,USDCAD,H1,1.5,1.5,2.25,True,105,31.43,-0.5606,-0.5606,0.436,-902.86,0.224,11,951.3,0.95,,-0.478,-14.29,0.05,-100.0,54,51,27.45,-0.7061
ema_pullback_20_50,HK50.cash,D1,1.5,1.5,2.25,True,109,31.19,-0.9946,-0.9946,0.227,-562.33,0.055,13,562.33,0.56,,-0.78,-14.68,0.05,-100.0,49,60,40.0,-0.8145
ema_cross_9_20,EURUSD,M15,1.5,1.5,2.25,True,183,31.15,-0.7531,-0.7531,0.342,-1196.31,1.587,11,1202.21,1.2,,-0.639,-14.75,0.05,-100.0,114,69,30.43,-0.7801
ema_cross_9_20,NZDUSD,D1,1.5,1.5,2.25,True,45,31.11,-0.3133,-0.3133,0.639,-1073.7,0.016,7,1510.88,1.51,,-0.269,-14.81,0.05,-100.0,25,20,25.0,-0.4414
ema_cross_12_26,EURGBP,M15,1.5,1.5,2.25,True,158,31.01,-0.9512,-0.9512,0.237,-920.06,1.37,11,933.59,0.93,,-0.801,-14.98,0.05,-100.0,89,69,30.43,-1.0165
donchian_20,USDCHF,H1,1.5,1.5,2.25,True,278,30.94,-0.4855,-0.4855,0.474,-2807.91,0.592,10,2811.12,2.81,,-0.418,-15.11,0.05,-100.0,166,112,35.71,-0.3803
donchian_20,UK100.cash,H1,1.5,1.5,2.25,True,305,30.82,-1.2359,-1.2359,0.142,-1392.16,0.595,17,1395.73,1.4,,-0.985,-15.3,0.05,-100.0,189,116,40.52,-0.958
donchian_55,FRA40.cash,H1,1.5,1.5,2.25,True,172,30.81,-1.2544,-1.2544,0.107,-858.15,0.247,14,858.43,0.86,,-1.047,-15.31,0.05,-100.0,100,72,34.72,-1.166
donchian_55,USDSEK,H1,1.5,1.5,2.25,True,140,30.71,-0.4283,-0.4283,0.449,-2195.0,0.298,11,2294.77,2.29,,-0.371,-15.48,0.05,-100.0,76,64,29.69,-0.4677
ema_cross_9_20,USDCHF,D1,1.5,1.5,2.25,True,49,30.61,-0.335,-0.335,0.618,-1703.5,0.017,10,2319.52,2.31,,-0.287,-15.65,0.05,-100.0,33,16,18.75,-0.6319
donchian_20,EURGBP,M15,1.5,1.5,2.25,True,242,30.58,-0.9286,-0.9286,0.227,-1531.94,2.098,14,1533.55,1.53,,-0.798,-15.7,0.05,-100.0,152,90,27.78,-1.0658
ema_pullback_20_50,JP225.cash,D1,1.5,1.5,2.25,True,108,30.56,-1.3774,-1.3774,0.24,-413.44,0.035,18,432.07,0.43,,-0.806,-15.74,0.05,-100.0,66,42,47.62,-0.6149
donchian_55,USDCHF,H1,1.5,1.5,2.25,True,148,30.41,-0.4979,-0.4979,0.444,-1586.77,0.315,11,1600.52,1.6,,-0.432,-15.99,0.05,-100.0,86,62,40.32,-0.2621
ema_pullback_20_50,USDCNH,H1,1.5,1.5,2.25,True,364,30.22,-1.0945,-1.0945,0.356,-1800.42,0.776,13,1844.22,1.84,,-0.798,-16.3,0.05,-100.0,231,133,27.07,-1.266
ema_cross_12_26,USDCHF,D1,1.5,1.5,2.25,True,37,29.73,-0.3567,-0.3567,0.57,-1519.13,0.013,9,2058.13,2.05,,-0.308,-17.12,0.05,-100.0,24,13,23.08,-0.5258
ema_cross_12_26,GBPUSD,M15,1.5,1.5,2.25,True,138,29.71,-0.668,-0.668,0.352,-1139.74,1.197,11,1165.81,1.17,,-0.585,-17.15,0.05,-100.0,88,50,32.0,-0.6195
ema_pullback_20_50,NZDUSD,M15,1.5,1.5,2.25,True,440,29.09,-1.1527,-1.1527,0.258,-2336.19,3.815,16,2343.9,2.34,,-0.85,-18.18,0.05,-100.0,278,162,27.78,-1.2475
ema_cross_12_26,USDCNH,M15,1.5,1.5,2.25,True,142,28.87,-1.3715,-1.3715,0.153,-637.34,1.23,11,637.34,0.64,,-1.032,-18.54,0.05,-100.0,79,63,30.16,-1.2425
donchian_55,USDCHF,D1,1.5,1.5,2.25,True,35,28.57,-0.388,-0.388,0.457,-1886.92,0.012,6,1888.65,1.89,,-0.339,-19.05,0.05,-100.0,23,12,41.67,-0.0627
rsi_30_70,USDCNH,M15,1.5,1.5,2.25,True,113,28.32,-1.2674,-1.2674,0.139,-609.47,0.979,11,612.2,0.61,,-1.064,-19.47,0.05,-100.0,75,38,28.95,-1.1349
ema_cross_12_26,EURUSD,M15,1.5,1.5,2.25,True,142,28.17,-0.8099,-0.8099,0.258,-1155.93,1.231,10,1158.03,1.16,,-0.721,-19.72,0.05,-100.0,89,53,26.42,-0.8579
ema_cross_12_26,USDSEK,H1,1.5,1.5,2.25,True,136,27.94,-0.508,-0.508,0.432,-2088.88,0.29,16,2150.23,2.15,,-0.451,-20.1,0.05,-100.0,85,51,27.45,-0.5289
rsi_30_70,US500.cash,H1,1.5,1.5,2.25,True,109,27.52,-1.4286,-1.4286,0.101,-408.57,0.219,11,408.57,0.41,,-1.004,-20.8,0.05,-100.0,59,50,32.0,-1.2111
donchian_20,USDCNH,M15,1.5,1.5,2.25,True,255,27.45,-1.337,-1.337,0.138,-1207.27,2.21,19,1210.14,1.21,,-1.046,-20.92,0.05,-100.0,139,116,31.03,-1.2456
ema_cross_9_20,EURGBP,M15,1.5,1.5,2.25,True,184,27.17,-1.0279,-1.0279,0.197,-1218.0,1.596,16,1231.42,1.23,,-0.9,-21.38,0.05,-100.0,102,82,24.39,-1.1559
ema_cross_9_20,USDCNH,M15,1.5,1.5,2.25,True,184,27.17,-1.3573,-1.3573,0.153,-818.94,1.594,17,818.94,0.82,,-1.016,-21.38,0.05,-100.0,107,77,31.17,-1.2047
donchian_55,USDCNH,M15,1.5,1.5,2.25,True,148,27.03,-1.3196,-1.3196,0.137,-735.07,1.282,12,735.07,0.74,,-1.061,-21.62,0.05,-100.0,80,68,27.94,-1.3053
ema_pullback_20_50,US30.cash,M15,1.5,1.5,2.25,True,289,26.99,-1.231,-1.231,0.399,-1533.01,2.357,16,1627.42,1.63,,-0.742,-21.68,0.05,-100.0,180,109,31.19,-1.0081
donchian_55,USDCNH,H1,1.5,1.5,2.25,True,126,26.98,-0.9111,-0.9111,0.258,-914.38,0.268,8,922.04,0.92,,-0.805,-21.69,0.05,-100.0,81,45,26.67,-0.9316
ema_pullback_20_50,USDCAD,M15,1.5,1.5,2.25,True,453,26.93,-1.3568,-1.3568,0.253,-2146.59,3.928,21,2146.59,2.15,,-0.878,-21.78,0.05,-100.0,269,184,24.46,-1.4141
rsi_30_70,EU50.cash,H1,1.5,1.5,2.25,True,94,26.6,-1.3579,-1.3579,0.144,-369.96,0.135,13,373.56,0.37,,-0.997,-22.34,0.05,-100.0,55,39,28.21,-1.3978
ema_pullback_20_50,US2000.cash,D1,1.5,1.5,2.25,True,158,25.95,-1.5344,-1.5344,0.197,-692.03,0.056,17,695.93,0.7,,-0.917,-23.42,0.05,-100.0,90,68,33.82,-1.1917
ema_pullback_20_50,EURGBP,M15,1.5,1.5,2.25,True,388,23.45,-1.3539,-1.3539,0.198,-2279.3,3.364,13,2289.18,2.29,,-0.989,-27.58,0.05,-100.0,235,153,22.22,-1.3804
ema_pullback_20_50,US100.cash,M15,1.5,1.5,2.25,True,363,23.14,-1.5979,-1.5979,0.322,-1428.31,2.961,19,1431.76,1.43,,-0.81,-28.1,0.05,-100.0,201,162,24.07,-1.5432
ema_pullback_20_50,GER40.cash,M15,1.5,1.5,2.25,True,277,22.74,-1.7289,-1.7289,0.293,-1113.21,2.086,20,1390.53,1.39,,-0.884,-28.76,0.05,-100.0,252,25,28.0,-1.155
ema_cross_12_26,EU50.cash,H1,1.5,1.5,2.25,True,135,21.48,-1.3347,-1.3347,0.106,-497.43,0.194,25,498.29,0.5,,-0.996,-30.86,0.05,-100.0,79,56,25.0,-1.0574
ema_pullback_20_50,FRA40.cash,H1,1.5,1.5,2.25,True,346,21.39,-1.8454,-1.8454,0.172,-1379.37,0.498,20,1384.9,1.38,,-1.019,-31.02,0.05,-100.0,231,115,23.48,-1.5154
ema_pullback_20_50,UK100.cash,H1,1.5,1.5,2.25,True,474,19.83,-2.1585,-2.1585,0.169,-1779.06,0.925,32,1780.02,1.78,,-1.022,-33.61,0.05,-100.0,295,179,29.05,-1.6942
rsi_30_70,FRA40.cash,M15,1.5,1.5,2.25,True,96,19.79,-1.4953,-1.4953,0.067,-351.85,0.459,23,354.92,0.35,,-1.05,-33.68,0.05,-100.0,49,47,27.66,-1.2904
ema_cross_12_26,US500.cash,H1,1.5,1.5,2.25,True,122,19.67,-1.7099,-1.7099,0.07,-493.5,0.245,34,494.69,0.49,,-1.145,-33.88,0.05,-100.0,76,46,26.09,-1.5085
ema_cross_9_20,EU50.cash,H1,1.5,1.5,2.25,True,170,19.41,-1.3857,-1.3857,0.092,-668.81,0.244,29,672.28,0.67,,-1.05,-34.31,0.05,-100.0,97,73,21.92,-1.2808
donchian_55,UK100.cash,M15,1.5,1.5,2.25,True,163,19.02,-1.7553,-1.7553,0.068,-660.14,1.258,28,660.14,0.66,,-1.187,-34.97,0.05,-100.0,104,59,28.81,-1.5434
rsi_30_70,UK100.cash,M15,1.5,1.5,2.25,True,101,18.81,-1.5715,-1.5715,0.069,-459.02,0.779,14,460.48,0.46,,-1.207,-35.31,0.05,-100.0,49,52,17.31,-1.5332
donchian_20,UK100.cash,M15,1.5,1.5,2.25,True,262,17.94,-1.8204,-1.8204,0.051,-1140.77,2.021,31,1141.06,1.14,,-1.272,-36.77,0.05,-100.0,161,101,23.76,-1.6032
ema_cross_12_26,UK100.cash,M15,1.5,1.5,2.25,True,137,16.79,-1.954,-1.954,0.049,-594.7,1.057,31,594.99,0.59,,-1.236,-38.69,0.05,-100.0,82,55,23.64,-1.6307
ema_cross_9_20,US500.cash,H1,1.5,1.5,2.25,True,156,16.67,-1.7811,-1.7811,0.084,-609.59,0.313,45,610.77,0.61,,-1.216,-38.89,0.05,-100.0,96,60,20.0,-1.7146
ema_pullback_20_50,USDCNH,M15,1.5,1.5,2.25,True,461,16.27,-2.2643,-2.2643,0.106,-2127.68,3.995,32,2127.68,2.13,,-1.151,-39.55,0.05,-100.0,263,198,17.17,-2.1807
ema_cross_9_20,UK100.cash,M15,1.5,1.5,2.25,True,180,16.11,-1.9674,-1.9674,0.047,-761.21,1.389,21,761.5,0.76,,-1.208,-39.81,0.05,-100.0,116,64,25.0,-1.4963
donchian_20,EU50.cash,H1,1.5,1.5,2.25,True,284,15.85,-1.5414,-1.5414,0.064,-1136.13,0.408,57,1141.35,1.14,,-1.151,-40.26,0.05,-100.0,172,112,21.43,-1.3379
donchian_55,EU50.cash,H1,1.5,1.5,2.25,True,189,14.81,-1.721,-1.721,0.044,-801.25,0.272,34,809.77,0.81,,-1.29,-41.98,0.05,-100.0,114,75,18.67,-1.5197
donchian_20,US500.cash,H1,1.5,1.5,2.25,True,264,10.98,-2.0328,-2.0328,0.042,-1088.23,0.53,74,1090.5,1.09,,-1.366,-48.36,0.05,-100.0,171,93,12.9,-1.7983
ema_cross_9_20,FRA40.cash,M15,1.5,1.5,2.25,True,166,10.24,-1.9826,-1.9826,0.025,-736.32,0.794,31,737.46,0.74,,-1.452,-49.6,0.05,-100.0,102,64,15.62,-1.7036
ema_cross_12_26,FRA40.cash,M15,1.5,1.5,2.25,True,123,9.76,-1.9243,-1.9243,0.022,-536.66,0.588,52,537.24,0.54,,-1.4,-50.41,0.05,-100.0,73,50,16.0,-1.7012
ema_pullback_20_50,US500.cash,H1,1.5,1.5,2.25,True,400,9.25,-3.9455,-3.9455,0.099,-1499.56,0.804,51,1503.33,1.5,,-1.158,-51.25,0.05,-100.0,258,142,14.08,-3.2357
ema_pullback_20_50,EU50.cash,H1,1.5,1.5,2.25,True,399,9.02,-3.0021,-3.0021,0.092,-1548.14,0.574,60,1549.0,1.55,,-1.288,-51.63,0.05,-100.0,254,145,9.66,-2.739
donchian_20,FRA40.cash,M15,1.5,1.5,2.25,True,280,7.86,-2.0295,-2.0295,0.022,-1248.24,1.34,70,1248.61,1.25,,-1.521,-53.57,0.05,-100.0,165,115,14.78,-1.8044
donchian_55,US500.cash,H1,1.5,1.5,2.25,True,184,7.61,-2.1873,-2.1873,0.026,-761.65,0.37,63,762.9,0.76,,-1.486,-53.99,0.05,-100.0,115,69,7.25,-2.0206
ema_pullback_20_50,UK100.cash,M15,1.5,1.5,2.25,True,385,7.01,-3.7166,-3.7166,0.06,-1597.52,2.97,60,1598.24,1.6,,-1.136,-54.98,0.05,-100.0,304,81,13.58,-2.854
donchian_55,FRA40.cash,M15,1.5,1.5,2.25,True,164,6.71,-2.0628,-2.0628,0.015,-720.31,0.785,43,720.31,0.72,,-1.556,-55.49,0.05,-100.0,100,64,14.06,-1.8468
rsi_30_70,JP225.cash,H1,1.5,1.5,2.25,True,90,6.67,-2.4411,-2.4411,0.034,-348.52,0.181,29,349.11,0.35,,-1.484,-55.56,0.05,-100.0,58,32,12.5,-1.7115
rsi_30_70,EU50.cash,M15,1.5,1.5,2.25,True,108,6.48,-2.0629,-2.0629,0.024,-417.4,0.516,74,417.6,0.42,,-1.397,-55.86,0.05,-100.0,59,49,14.29,-1.7209
ema_pullback_20_50,HK50.cash,H1,1.5,1.5,2.25,True,456,6.36,-4.0987,-4.0987,0.022,-1797.98,0.697,91,1797.98,1.8,,-1.268,-56.07,0.05,-100.0,247,209,2.39,-4.392
donchian_55,HK50.cash,H1,1.5,1.5,2.25,True,190,5.79,-2.3689,-2.3689,0.013,-748.67,0.29,94,748.67,0.75,,-1.555,-57.02,0.05,-100.0,119,71,2.82,-2.2997
ema_cross_12_26,JP225.cash,H1,1.5,1.5,2.25,True,140,5.71,-2.7111,-2.7111,0.023,-568.17,0.281,80,568.17,0.57,,-1.59,-57.14,0.05,-100.0,83,57,10.53,-1.8639
ema_cross_9_20,JP225.cash,H1,1.5,1.5,2.25,True,165,5.45,-2.7344,-2.7344,0.019,-649.77,0.332,97,650.36,0.65,,-1.52,-57.58,0.05,-100.0,99,66,12.12,-1.7545
rsi_30_70,HK50.cash,H1,1.5,1.5,2.25,True,103,4.85,-2.5893,-2.5893,0.014,-462.5,0.157,44,462.5,0.46,,-1.592,-58.58,0.05,-100.0,61,42,4.76,-2.052
ema_pullback_20_50,JP225.cash,H1,1.5,1.5,2.25,True,442,4.75,-5.005,-5.005,0.027,-1817.97,0.889,84,1818.56,1.82,,-1.312,-58.75,0.05,-100.0,250,192,6.77,-3.6025
ema_cross_12_26,EU50.cash,M15,1.5,1.5,2.25,True,132,4.55,-2.7874,-2.7874,0.009,-570.23,0.63,73,570.5,0.57,,-1.62,-59.09,0.05,-100.0,84,48,10.42,-2.0101
ema_cross_9_20,HK50.cash,H1,1.5,1.5,2.25,True,158,4.43,-2.204,-2.204,0.022,-579.64,0.241,49,579.64,0.58,,-1.466,-59.28,0.05,-100.0,94,64,4.69,-1.9594
donchian_20,HK50.cash,H1,1.5,1.5,2.25,True,304,4.28,-2.4536,-2.4536,0.013,-1251.19,0.464,101,1252.13,1.25,,-1.675,-59.54,0.05,-100.0,189,115,2.61,-2.3713
ema_cross_12_26,HK50.cash,H1,1.5,1.5,2.25,True,117,4.27,-2.2348,-2.2348,0.014,-434.16,0.179,71,434.16,0.43,,-1.48,-59.54,0.05,-100.0,69,48,6.25,-1.9887
ema_cross_9_20,EU50.cash,M15,1.5,1.5,2.25,True,169,4.14,-2.7692,-2.7692,0.009,-743.0,0.807,92,743.2,0.74,,-1.799,-59.76,0.05,-100.0,107,62,9.68,-2.0962
ema_pullback_20_50,FRA40.cash,M15,1.5,1.5,2.25,True,326,3.99,-3.3773,-3.3773,0.058,-1339.85,1.56,77,1359.74,1.36,,-1.255,-60.02,0.05,-100.0,238,88,5.68,-3.0549
donchian_20,EU50.cash,M15,1.5,1.5,2.25,True,285,3.86,-2.7892,-2.7892,0.01,-1215.3,1.36,145,1215.85,1.22,,-1.738,-60.23,0.05,-100.0,172,113,8.85,-2.1613
donchian_20,JP225.cash,H1,1.5,1.5,2.25,True,269,3.35,-2.7192,-2.7192,0.008,-1080.95,0.541,174,1080.95,1.08,,-1.658,-61.09,0.05,-100.0,163,106,7.55,-1.8987
donchian_55,EU50.cash,M15,1.5,1.5,2.25,True,180,3.33,-2.8306,-2.8306,0.01,-765.93,0.859,93,767.32,0.77,,-1.843,-61.11,0.05,-100.0,110,70,7.14,-2.2289
ema_pullback_20_50,US500.cash,M15,1.5,1.5,2.25,True,409,2.93,-8.0731,-8.0731,0.02,-1651.47,3.336,112,1651.47,1.65,,-1.093,-61.78,0.05,-100.0,238,171,2.34,-8.5533
rsi_30_70,US2000.cash,H1,1.5,1.5,2.25,True,113,2.65,-2.742,-2.742,0.01,-433.28,0.227,67,433.73,0.43,,-1.719,-62.24,0.05,-100.0,64,49,2.04,-2.5772
ema_pullback_20_50,US2000.cash,H1,1.5,1.5,2.25,True,303,2.64,-6.1806,-6.1806,0.03,-1232.15,0.609,87,1232.25,1.23,,-1.131,-62.27,0.05,-100.0,165,138,2.9,-5.2331
ema_pullback_20_50,EU50.cash,M15,1.5,1.5,2.25,True,385,2.6,-5.2065,-5.2065,0.022,-1543.21,1.838,95,1589.41,1.59,,-1.381,-62.34,0.05,-100.0,293,92,4.35,-3.905
donchian_55,US500.cash,M15,1.5,1.5,2.25,True,154,2.6,-3.701,-3.701,0.004,-637.16,1.256,51,637.16,0.64,,-1.762,-62.34,0.05,-100.0,77,77,2.6,-3.5238
donchian_55,JP225.cash,H1,1.5,1.5,2.25,True,172,2.33,-2.8145,-2.8145,0.009,-701.74,0.346,144,702.74,0.7,,-1.778,-62.79,0.05,-100.0,106,66,6.06,-1.9386
donchian_20,US500.cash,M15,1.5,1.5,2.25,True,240,2.08,-3.5761,-3.5761,0.003,-958.48,1.958,87,958.48,0.96,,-1.736,-63.19,0.05,-100.0,136,104,1.92,-3.3114
donchian_20,JP225.cash,M15,1.5,1.5,2.25,True,277,1.81,-3.7175,-3.7175,0.002,-1105.02,2.259,147,1105.37,1.11,,-1.832,-63.66,0.05,-100.0,168,109,0.92,-3.2355
