strategy,ticker,tf,rr,stop_mult,target_mult,long_only,n_trades,win_rate_pct,avg_r,expectancy_r,profit_factor,net_pnl_dollars,trades_per_day,max_consec_losses,max_dd_dollars,max_dd_pct,recovery_days,sharpe_R,kelly_pct,slip_atr_frac,survival_score,n_train,n_test,test_win_rate_pct,test_avg_r
ema_cross_12_26,GBPJPY,M15,1.1,1.5,1.6500000000000001,True,135,48.89,-0.3699,-0.3699,0.51,-619.78,1.17,5,648.49,0.65,,-0.351,2.42,0.05,-30.0,79,56,53.57,-0.323
ema_cross_9_20,USDSEK,M15,1.1,1.5,1.6500000000000001,True,178,48.88,-0.3311,-0.3311,0.563,-797.93,1.543,4,797.93,0.8,,-0.313,2.4,0.05,-30.0,107,71,50.7,-0.2676
ema_cross_9_20,GER40.cash,H1,1.1,1.5,1.6500000000000001,True,176,48.86,-0.421,-0.421,0.477,-836.12,0.343,6,959.55,0.96,,-0.394,2.38,0.05,-30.0,107,69,52.17,-0.3271
ema_cross_9_20,XAUUSD,D1,1.1,1.5,1.6500000000000001,True,43,48.84,-0.053,-0.053,1.104,995.87,0.015,4,2626.7,2.53,,-0.05,2.33,0.05,1.52,28,15,53.33,0.0455
donchian_20,USDJPY,D1,1.1,1.5,1.6500000000000001,True,86,48.84,-0.0879,-0.0879,0.84,-786.65,0.031,3,929.92,0.93,,-0.083,2.33,0.05,-30.0,45,41,48.78,-0.078
ema_cross_9_20,XPDUSD,D1,1.1,1.5,1.6500000000000001,True,41,48.78,-0.0471,-0.0471,0.574,-12501.12,0.014,4,14517.89,14.23,,-0.044,2.22,0.05,-30.0,25,16,50.0,-0.0232
ema_cross_12_26,XPTUSD,D1,1.1,1.5,1.6500000000000001,True,37,48.65,-0.0564,-0.0564,0.742,-2619.6,0.013,5,4803.31,4.7,,-0.053,1.97,0.05,-30.0,21,16,37.5,-0.29
rsi_30_70,XAGUSD,M15,1.1,1.5,1.6500000000000001,True,109,48.62,-0.0549,-0.0549,1.056,1795.54,0.885,5,5255.02,4.93,,-0.052,1.92,0.05,-30.0,57,52,40.38,-0.2311
ema_cross_9_20,EURJPY,H1,1.1,1.5,1.6500000000000001,True,177,48.59,-0.2307,-0.2307,0.608,-1089.29,0.377,7,1284.41,1.28,,-0.22,1.85,0.05,-30.0,109,68,51.47,-0.1895
donchian_55,EURJPY,H1,1.1,1.5,1.6500000000000001,True,212,48.58,-0.2485,-0.2485,0.642,-1051.14,0.452,8,1256.36,1.25,,-0.236,1.84,0.05,-30.0,119,93,48.39,-0.2753
donchian_55,XPTUSD,M15,1.1,1.5,1.6500000000000001,True,173,48.55,-0.0698,-0.0698,0.82,-3590.11,1.404,6,4587.43,4.54,,-0.066,1.79,0.05,-30.0,115,58,41.38,-0.2249
ema_pullback_20_50,XAGUSD,M15,1.1,1.5,1.6500000000000001,True,555,48.47,-0.1269,-0.1269,0.915,-7239.63,4.506,10,13348.39,12.61,,-0.12,1.62,0.05,-30.0,397,158,45.57,-0.1956
ema_cross_12_26,EURJPY,M15,1.1,1.5,1.6500000000000001,True,130,48.46,-0.474,-0.474,0.39,-623.55,1.127,8,633.76,0.63,,-0.453,1.61,0.05,-30.0,82,48,56.25,-0.3719
donchian_20,XAGUSD,H1,1.1,1.5,1.6500000000000001,True,320,48.44,-0.0738,-0.0738,0.895,-6215.92,0.644,5,12621.5,11.91,,-0.07,1.56,0.05,-30.0,187,133,50.38,-0.018
ema_cross_9_20,USDCHF,M15,1.1,1.5,1.6500000000000001,True,186,48.39,-0.4696,-0.4696,0.431,-827.71,1.613,8,867.83,0.87,,-0.44,1.47,0.05,-30.0,112,74,50.0,-0.4467
donchian_55,AUDUSD,M15,1.1,1.5,1.6500000000000001,True,184,48.37,-0.4912,-0.4912,0.37,-913.01,1.596,5,938.08,0.94,,-0.465,1.43,0.05,-30.0,112,72,48.61,-0.4833
ema_pullback_20_50,USDJPY,D1,1.1,1.5,1.6500000000000001,True,166,48.19,-0.1885,-0.1885,0.881,-754.37,0.059,7,1402.75,1.4,,-0.176,1.1,0.05,-30.0,104,62,54.84,-0.0011
ema_cross_12_26,EURJPY,H1,1.1,1.5,1.6500000000000001,True,133,48.12,-0.2372,-0.2372,0.674,-668.65,0.283,6,810.65,0.81,,-0.225,0.96,0.05,-30.0,84,49,53.06,-0.1539
ema_cross_12_26,GER40.cash,H1,1.1,1.5,1.6500000000000001,True,133,48.12,-0.4158,-0.4158,0.459,-702.24,0.259,5,737.32,0.74,,-0.394,0.96,0.05,-30.0,84,49,51.02,-0.3099
ema_pullback_20_50,USDCHF,D1,1.1,1.5,1.6500000000000001,True,158,48.1,-0.1735,-0.1735,0.777,-1759.3,0.056,7,1949.74,1.95,,-0.162,0.92,0.05,-30.0,94,64,48.44,-0.1638
donchian_20,GBPUSD,H1,1.1,1.5,1.6500000000000001,True,306,48.04,-0.2144,-0.2144,0.679,-1684.44,0.652,9,1818.46,1.82,,-0.204,0.8,0.05,-30.0,197,109,45.87,-0.2643
donchian_20,EURUSD,H1,1.1,1.5,1.6500000000000001,True,304,48.03,-0.2484,-0.2484,0.622,-1758.77,0.648,7,1826.51,1.83,,-0.237,0.78,0.05,-30.0,188,116,43.97,-0.3669
donchian_20,AUDUSD,H1,1.1,1.5,1.6500000000000001,True,327,48.01,-0.3077,-0.3077,0.564,-1727.8,0.697,7,1806.84,1.81,,-0.292,0.75,0.05,-30.0,190,137,51.09,-0.251
donchian_20,USDSEK,D1,1.1,1.5,1.6500000000000001,True,75,48.0,-0.0863,-0.0863,0.812,-1354.65,0.027,6,2518.84,2.49,,-0.082,0.73,0.05,-30.0,46,29,41.38,-0.2214
donchian_55,USDCAD,H1,1.1,1.5,1.6500000000000001,True,175,48.0,-0.3511,-0.3511,0.493,-963.49,0.373,7,970.71,0.97,,-0.334,0.73,0.05,-30.0,108,67,49.25,-0.3451
ema_cross_9_20,XAGUSD,H1,1.1,1.5,1.6500000000000001,True,169,47.93,-0.0852,-0.0852,0.941,-1853.4,0.34,5,9952.05,9.29,,-0.081,0.59,0.05,-30.0,107,62,54.84,0.0784
ema_cross_9_20,NZDUSD,D1,1.1,1.5,1.6500000000000001,True,48,47.92,-0.0859,-0.0859,0.952,-111.17,0.017,4,707.59,0.7,,-0.082,0.57,0.05,-30.0,26,22,40.91,-0.2112
ema_cross_9_20,XAUUSD,H1,1.1,1.5,1.6500000000000001,True,167,47.9,-0.0816,-0.0816,0.838,-3614.76,0.336,5,5923.35,5.8,,-0.078,0.54,0.05,-30.0,102,65,46.15,-0.1032
donchian_55,AUDUSD,D1,1.1,1.5,1.6500000000000001,True,44,47.73,-0.1265,-0.1265,0.817,-446.07,0.016,4,1061.3,1.06,,-0.121,0.21,0.05,-30.0,21,23,39.13,-0.3263
rsi_30_70,EURJPY,M15,1.1,1.5,1.6500000000000001,True,88,47.73,-0.4135,-0.4135,0.469,-471.29,0.763,8,538.34,0.54,,-0.387,0.21,0.05,-30.0,59,29,48.28,-0.483
donchian_20,USDJPY,M15,1.1,1.5,1.6500000000000001,True,321,47.66,-0.5207,-0.5207,0.357,-1581.81,2.783,10,1605.72,1.61,,-0.495,0.08,0.05,-30.0,198,123,47.97,-0.5936
donchian_20,XPTUSD,D1,1.1,1.5,1.6500000000000001,True,84,47.62,-0.0781,-0.0781,0.8,-4692.0,0.03,5,7294.09,7.19,,-0.074,-0.0,0.05,-100.0,52,32,56.25,0.1037
donchian_55,GBPUSD,D1,1.1,1.5,1.6500000000000001,True,42,47.62,-0.0937,-0.0937,0.858,-524.56,0.015,4,1035.08,1.04,,-0.088,-0.0,0.05,-100.0,19,23,52.17,-0.0017
donchian_20,GBPJPY,H1,1.1,1.5,1.6500000000000001,True,306,47.39,-0.2248,-0.2248,0.666,-1848.27,0.652,7,1969.58,1.97,,-0.214,-0.45,0.05,-100.0,175,131,48.09,-0.2229
donchian_20,GBPUSD,D1,1.1,1.5,1.6500000000000001,True,76,47.37,-0.0979,-0.0979,0.795,-1458.68,0.027,6,2832.51,2.82,,-0.093,-0.48,0.05,-100.0,45,31,61.29,0.1906
donchian_55,FRA40.cash,D1,1.1,1.5,1.6500000000000001,True,38,47.37,-0.3261,-0.3261,0.544,-193.3,0.02,7,248.58,0.25,,-0.306,-0.48,0.05,-100.0,23,15,20.0,-0.8875
ema_cross_12_26,USDCNH,H1,1.1,1.5,1.6500000000000001,True,131,47.33,-0.6027,-0.6027,0.368,-585.61,0.279,6,593.06,0.59,,-0.558,-0.56,0.05,-100.0,81,50,40.0,-0.7938
ema_cross_9_20,USDJPY,M15,1.1,1.5,1.6500000000000001,True,186,47.31,-0.5194,-0.5194,0.399,-839.58,1.613,6,885.16,0.89,,-0.486,-0.59,0.05,-100.0,113,73,46.58,-0.6008
ema_pullback_20_50,XPTUSD,D1,1.1,1.5,1.6500000000000001,True,195,47.18,-0.1509,-0.1509,0.767,-8630.32,0.069,7,9302.82,9.24,,-0.143,-0.84,0.05,-100.0,124,71,47.89,-0.1251
rsi_30_70,USDSEK,H1,1.1,1.5,1.6500000000000001,True,106,47.17,-0.1992,-0.1992,0.7,-714.97,0.226,9,963.46,0.96,,-0.189,-0.86,0.05,-100.0,67,39,51.28,-0.1367
donchian_20,NZDUSD,D1,1.1,1.5,1.6500000000000001,True,70,47.14,-0.1061,-0.1061,0.893,-394.19,0.025,4,1223.18,1.21,,-0.101,-0.91,0.05,-100.0,45,25,36.0,-0.3184
rsi_30_70,XAUUSD,M15,1.1,1.5,1.6500000000000001,True,104,47.12,-0.0955,-0.0955,0.923,-1262.03,0.844,8,5008.0,4.84,,-0.091,-0.96,0.05,-100.0,50,54,37.04,-0.3094
ema_cross_12_26,XPTUSD,M15,1.1,1.5,1.6500000000000001,True,138,47.1,-0.1,-0.1,0.889,-1720.13,1.12,5,3994.01,3.91,,-0.095,-0.99,0.05,-100.0,89,49,42.86,-0.1934
donchian_20,XPTUSD,M15,1.1,1.5,1.6500000000000001,True,300,47.0,-0.1028,-0.1028,0.804,-6899.27,2.435,8,8250.18,8.15,,-0.098,-1.18,0.05,-100.0,189,111,44.14,-0.1679
ema_cross_9_20,AUDUSD,M15,1.1,1.5,1.6500000000000001,True,183,46.99,-0.5143,-0.5143,0.412,-835.19,1.587,6,852.61,0.85,,-0.481,-1.19,0.05,-100.0,113,70,41.43,-0.6051
ema_pullback_20_50,USDCAD,D1,1.1,1.5,1.6500000000000001,True,198,46.97,-0.2195,-0.2195,0.703,-2322.34,0.07,6,2693.16,2.69,,-0.207,-1.24,0.05,-100.0,112,86,53.49,-0.0894
donchian_55,XAGUSD,H1,1.1,1.5,1.6500000000000001,True,226,46.9,-0.1062,-0.1062,0.714,-12148.98,0.455,7,13267.37,13.19,,-0.101,-1.37,0.05,-100.0,131,95,47.37,-0.0828
ema_cross_9_20,NZDUSD,M15,1.1,1.5,1.6500000000000001,True,177,46.89,-0.6032,-0.6032,0.323,-824.05,1.535,7,831.86,0.83,,-0.565,-1.39,0.05,-100.0,103,74,45.95,-0.6553
rsi_30_70,NZDUSD,H1,1.1,1.5,1.6500000000000001,True,96,46.88,-0.3425,-0.3425,0.612,-408.12,0.205,6,617.88,0.62,,-0.321,-1.42,0.05,-100.0,54,42,42.86,-0.4366
ema_cross_12_26,EURUSD,H1,1.1,1.5,1.6500000000000001,True,126,46.83,-0.2772,-0.2772,0.614,-733.68,0.268,6,812.14,0.81,,-0.263,-1.52,0.05,-100.0,77,49,46.94,-0.3138
ema_pullback_20_50,EURJPY,H1,1.1,1.5,1.6500000000000001,True,662,46.83,-0.4415,-0.4415,0.566,-3164.71,1.411,8,3269.0,3.27,,-0.403,-1.51,0.05,-100.0,392,270,47.78,-0.4433
ema_cross_9_20,USDCNH,H1,1.1,1.5,1.6500000000000001,True,169,46.75,-0.6246,-0.6246,0.329,-808.44,0.36,9,821.71,0.82,,-0.583,-1.67,0.05,-100.0,107,62,37.1,-0.8807
ema_pullback_20_50,XAUUSD,H1,1.1,1.5,1.6500000000000001,True,681,46.7,-0.1816,-0.1816,0.768,-14143.84,1.37,7,14479.66,14.47,,-0.172,-1.76,0.05,-100.0,427,254,44.49,-0.2042
ema_cross_9_20,USDCAD,D1,1.1,1.5,1.6500000000000001,True,45,46.67,-0.1344,-0.1344,0.669,-844.23,0.016,4,924.76,0.92,,-0.127,-1.82,0.05,-100.0,25,20,40.0,-0.2809
donchian_20,FRA40.cash,D1,1.1,1.5,1.6500000000000001,True,58,46.55,-0.3271,-0.3271,0.525,-340.58,0.03,7,340.58,0.34,,-0.309,-2.04,0.05,-100.0,36,22,27.27,-0.7174
rsi_30_70,USDSEK,M15,1.1,1.5,1.6500000000000001,True,86,46.51,-0.3458,-0.3458,0.527,-497.63,0.746,8,605.99,0.61,,-0.33,-2.11,0.05,-100.0,55,31,58.06,-0.0683
ema_cross_9_20,GBPUSD,H1,1.1,1.5,1.6500000000000001,True,157,46.5,-0.2478,-0.2478,0.642,-975.51,0.335,7,1259.78,1.26,,-0.236,-2.14,0.05,-100.0,88,69,31.88,-0.5593
rsi_30_70,EURGBP,M15,1.1,1.5,1.6500000000000001,True,84,46.43,-0.6233,-0.6233,0.284,-406.56,0.728,9,419.06,0.42,,-0.597,-2.27,0.05,-100.0,53,31,45.16,-0.6937
ema_pullback_20_50,GER40.cash,D1,1.1,1.5,1.6500000000000001,True,153,46.41,-0.312,-0.312,0.593,-1271.66,0.052,7,1425.05,1.42,,-0.291,-2.32,0.05,-100.0,76,77,49.35,-0.257
rsi_30_70,USDCAD,M15,1.1,1.5,1.6500000000000001,True,97,46.39,-0.7162,-0.7162,0.267,-435.9,0.841,8,450.86,0.45,,-0.664,-2.34,0.05,-100.0,52,45,44.44,-0.821
ema_cross_12_26,XPTUSD,H1,1.1,1.5,1.6500000000000001,True,138,46.38,-0.1232,-0.1232,1.083,1170.96,0.277,8,2875.54,2.88,61.9,-0.117,-2.37,0.05,-100.0,85,53,52.83,0.0297
donchian_20,USDCAD,D1,1.1,1.5,1.6500000000000001,True,80,46.25,-0.1441,-0.1441,0.746,-1070.77,0.028,4,1300.12,1.3,,-0.137,-2.61,0.05,-100.0,46,34,38.24,-0.317
ema_cross_12_26,NZDUSD,D1,1.1,1.5,1.6500000000000001,True,39,46.15,-0.1155,-0.1155,0.813,-378.5,0.014,4,760.05,0.76,,-0.11,-2.8,0.05,-100.0,20,19,42.11,-0.1726
donchian_20,HK50.cash,D1,1.1,1.5,1.6500000000000001,True,52,46.15,-0.524,-0.524,0.322,-269.05,0.026,6,281.22,0.28,,-0.507,-2.8,0.05,-100.0,24,28,50.0,-0.4429
donchian_20,XAUUSD,M15,1.1,1.5,1.6500000000000001,True,302,46.03,-0.124,-0.124,0.812,-6577.89,2.452,9,9430.89,9.3,,-0.118,-3.04,0.05,-100.0,199,103,46.6,-0.112
ema_pullback_20_50,XPTUSD,M15,1.1,1.5,1.6500000000000001,True,576,46.01,-0.1941,-0.1941,0.844,-7505.18,4.676,9,8332.54,8.26,,-0.184,-3.08,0.05,-100.0,395,181,41.99,-0.3007
donchian_20,AUDUSD,M15,1.1,1.5,1.6500000000000001,True,319,45.77,-0.5577,-0.5577,0.339,-1685.57,2.766,7,1700.05,1.7,,-0.528,-3.53,0.05,-100.0,195,124,46.77,-0.5318
donchian_55,GBPUSD,M15,1.1,1.5,1.6500000000000001,True,177,45.76,-0.4183,-0.4183,0.482,-976.36,1.535,8,976.36,0.98,,-0.395,-3.54,0.05,-100.0,92,85,49.41,-0.3432
ema_cross_12_26,XAGUSD,D1,1.1,1.5,1.6500000000000001,True,35,45.71,-0.1172,-0.1172,0.391,-10990.11,0.012,4,12288.77,12.13,,-0.11,-3.64,0.05,-100.0,21,14,35.71,-0.323
ema_pullback_20_50,USDCNH,D1,1.1,1.5,1.6500000000000001,True,46,45.65,-0.3517,-0.3517,0.598,-423.0,0.054,7,489.51,0.49,,-0.337,-3.75,0.05,-100.0,40,6,0.0,-1.2641
donchian_20,US100.cash,H1,1.1,1.5,1.6500000000000001,True,333,45.65,-0.5254,-0.5254,0.415,-1672.76,0.669,12,1693.39,1.69,,-0.493,-3.77,0.05,-100.0,205,128,48.44,-0.4197
ema_pullback_20_50,USDSEK,D1,1.1,1.5,1.6500000000000001,True,149,45.64,-0.204,-0.204,0.844,-1684.71,0.053,6,3303.89,3.25,,-0.193,-3.78,0.05,-100.0,79,70,42.86,-0.2609
ema_pullback_20_50,GBPJPY,H1,1.1,1.5,1.6500000000000001,True,643,45.57,-0.407,-0.407,0.583,-3772.9,1.37,9,3857.7,3.85,,-0.38,-3.92,0.05,-100.0,341,302,45.03,-0.4329
ema_pullback_20_50,XAUUSD,M15,1.1,1.5,1.6500000000000001,True,593,45.36,-0.2186,-0.2186,0.832,-7436.88,4.815,11,10186.17,9.93,,-0.208,-4.31,0.05,-100.0,392,201,43.78,-0.2685
ema_cross_9_20,NZDUSD,H1,1.1,1.5,1.6500000000000001,True,170,45.29,-0.3794,-0.3794,0.545,-873.77,0.362,6,977.86,0.98,,-0.358,-4.44,0.05,-100.0,104,66,37.88,-0.5375
ema_cross_12_26,GBPUSD,H1,1.1,1.5,1.6500000000000001,True,135,45.19,-0.2723,-0.2723,0.609,-961.15,0.288,5,1112.13,1.11,,-0.26,-4.65,0.05,-100.0,79,56,41.07,-0.3592
ema_cross_9_20,USDCHF,H1,1.1,1.5,1.6500000000000001,True,184,45.11,-0.3108,-0.3108,0.557,-1296.78,0.392,5,1311.86,1.31,,-0.297,-4.79,0.05,-100.0,109,75,40.0,-0.4328
donchian_55,USDJPY,H1,1.1,1.5,1.6500000000000001,True,204,45.1,-0.3205,-0.3205,0.557,-1329.38,0.435,5,1347.67,1.35,,-0.305,-4.81,0.05,-100.0,109,95,47.37,-0.2994
ema_pullback_20_50,USDJPY,H1,1.1,1.5,1.6500000000000001,True,575,45.04,-0.4872,-0.4872,0.501,-3407.07,1.225,7,3458.12,3.46,,-0.443,-4.92,0.05,-100.0,309,266,44.36,-0.5417
ema_cross_12_26,XAUUSD,M15,1.1,1.5,1.6500000000000001,True,129,44.96,-0.1455,-0.1455,0.76,-3836.38,1.047,8,5214.21,5.18,,-0.139,-5.07,0.05,-100.0,74,55,47.27,-0.0977
ema_pullback_20_50,GBPJPY,M15,1.1,1.5,1.6500000000000001,True,665,44.96,-0.6525,-0.6525,0.401,-2813.3,5.764,12,2816.49,2.82,,-0.562,-5.07,0.05,-100.0,372,293,42.66,-0.7487
ema_cross_9_20,XPTUSD,H1,1.1,1.5,1.6500000000000001,True,167,44.91,-0.1542,-0.1542,1.007,124.74,0.336,6,4056.1,4.06,124.0,-0.147,-5.17,0.05,-100.0,103,64,56.25,0.1013
ema_cross_12_26,GBPJPY,H1,1.1,1.5,1.6500000000000001,True,145,44.83,-0.2714,-0.2714,0.597,-1165.84,0.309,6,1321.8,1.32,,-0.259,-5.33,0.05,-100.0,90,55,43.64,-0.3054
ema_cross_12_26,XPDUSD,M15,1.1,1.5,1.6500000000000001,True,145,44.83,-0.1536,-0.1536,0.735,-3823.9,1.177,6,4325.93,4.31,,-0.147,-5.33,0.05,-100.0,89,56,42.86,-0.2026
donchian_20,GBPJPY,M15,1.1,1.5,1.6500000000000001,True,326,44.79,-0.4599,-0.4599,0.415,-1903.5,2.826,8,1939.63,1.94,,-0.44,-5.41,0.05,-100.0,190,136,45.59,-0.4924
rsi_30_70,XPTUSD,M15,1.1,1.5,1.6500000000000001,True,94,44.68,-0.1463,-0.1463,0.725,-4457.08,0.763,5,5592.0,5.55,,-0.139,-5.61,0.05,-100.0,50,44,45.45,-0.1367
ema_pullback_20_50,GBPUSD,H1,1.1,1.5,1.6500000000000001,True,524,44.66,-0.4372,-0.4372,0.606,-2888.56,1.117,9,2988.37,2.99,,-0.4,-5.66,0.05,-100.0,327,197,40.61,-0.4834
ema_cross_9_20,GBPJPY,M15,1.1,1.5,1.6500000000000001,True,175,44.57,-0.4583,-0.4583,0.425,-1033.45,1.517,8,1061.35,1.06,,-0.437,-5.82,0.05,-100.0,101,74,50.0,-0.3907
ema_cross_12_26,NZDUSD,M15,1.1,1.5,1.6500000000000001,True,137,44.53,-0.6634,-0.6634,0.277,-703.02,1.188,7,703.6,0.7,,-0.623,-5.91,0.05,-100.0,81,56,44.64,-0.6899
ema_pullback_20_50,EURUSD,H1,1.1,1.5,1.6500000000000001,True,546,44.51,-0.4739,-0.4739,0.611,-2593.64,1.163,10,2748.46,2.75,,-0.428,-5.94,0.05,-100.0,327,219,42.47,-0.5549
ema_cross_12_26,US30.cash,M15,1.1,1.5,1.6500000000000001,True,126,44.44,-0.6036,-0.6036,0.327,-596.25,1.028,9,603.47,0.6,,-0.566,-6.06,0.05,-100.0,80,46,43.48,-0.6091
ema_pullback_20_50,GBPUSD,D1,1.1,1.5,1.6500000000000001,True,180,44.44,-0.2354,-0.2354,0.777,-2500.35,0.064,6,3095.25,3.08,,-0.222,-6.06,0.05,-100.0,98,82,43.9,-0.2498
rsi_30_70,USDJPY,M15,1.1,1.5,1.6500000000000001,True,81,44.44,-0.4891,-0.4891,0.334,-606.57,0.702,9,631.21,0.63,,-0.473,-6.06,0.05,-100.0,45,36,55.56,-0.3142
donchian_20,USDJPY,H1,1.1,1.5,1.6500000000000001,True,329,44.38,-0.3285,-0.3285,0.54,-2336.6,0.701,9,2346.81,2.35,,-0.314,-6.19,0.05,-100.0,188,141,46.81,-0.3014
ema_cross_12_26,USDCAD,H1,1.1,1.5,1.6500000000000001,True,124,44.35,-0.4247,-0.4247,0.419,-857.9,0.264,5,915.61,0.92,,-0.406,-6.23,0.05,-100.0,87,37,54.05,-0.2389
ema_cross_9_20,GER40.cash,M15,1.1,1.5,1.6500000000000001,True,167,44.31,-0.7386,-0.7386,0.239,-742.65,1.257,6,750.84,0.75,,-0.664,-6.31,0.05,-100.0,104,63,52.38,-0.5234
donchian_20,USDCHF,D1,1.1,1.5,1.6500000000000001,True,70,44.29,-0.1707,-0.1707,0.704,-1596.73,0.025,6,1903.51,1.9,,-0.162,-6.36,0.05,-100.0,44,26,50.0,-0.051
rsi_30_70,US30.cash,M15,1.1,1.5,1.6500000000000001,True,122,44.26,-0.6074,-0.6074,0.409,-542.53,0.995,8,544.95,0.54,,-0.549,-6.41,0.05,-100.0,80,42,42.86,-0.5839
donchian_20,USDCAD,H1,1.1,1.5,1.6500000000000001,True,312,44.23,-0.4316,-0.4316,0.461,-1848.09,0.665,12,1876.75,1.88,,-0.412,-6.47,0.05,-100.0,193,119,43.7,-0.4592
ema_cross_9_20,US2000.cash,D1,1.1,1.5,1.6500000000000001,True,43,44.19,-0.7071,-0.7071,0.25,-172.38,0.015,7,193.51,0.19,,-0.643,-6.55,0.05,-100.0,27,16,50.0,-0.6519
ema_cross_12_26,USDJPY,H1,1.1,1.5,1.6500000000000001,True,120,44.17,-0.3227,-0.3227,0.477,-1080.73,0.256,5,1156.44,1.16,,-0.31,-6.59,0.05,-100.0,69,51,49.02,-0.2437
ema_cross_12_26,NZDUSD,H1,1.1,1.5,1.6500000000000001,True,136,44.12,-0.4067,-0.4067,0.5,-790.43,0.29,5,881.93,0.88,,-0.386,-6.68,0.05,-100.0,86,50,44.0,-0.4161
ema_cross_12_26,AUDUSD,H1,1.1,1.5,1.6500000000000001,True,143,44.06,-0.3851,-0.3851,0.489,-959.02,0.305,5,1055.33,1.05,,-0.368,-6.8,0.05,-100.0,92,51,37.25,-0.519
donchian_20,USDSEK,M15,1.1,1.5,1.6500000000000001,True,311,44.05,-0.4187,-0.4187,0.493,-1816.48,2.696,8,1837.55,1.84,,-0.397,-6.81,0.05,-100.0,185,126,42.86,-0.4267
donchian_55,US100.cash,H1,1.1,1.5,1.6500000000000001,True,216,43.98,-0.5962,-0.5962,0.339,-1178.83,0.434,7,1221.27,1.22,,-0.565,-6.94,0.05,-100.0,131,85,45.88,-0.5035
ema_pullback_20_50,UK100.cash,D1,1.1,1.5,1.6500000000000001,True,148,43.92,-0.5394,-0.5394,0.487,-658.76,0.049,8,672.34,0.67,,-0.477,-7.06,0.05,-100.0,76,72,50.0,-0.4193
donchian_55,GER40.cash,D1,1.1,1.5,1.6500000000000001,True,41,43.9,-0.2452,-0.2452,0.583,-506.78,0.014,6,566.66,0.57,,-0.233,-7.1,0.05,-100.0,17,24,50.0,-0.1163
donchian_55,GBPJPY,H1,1.1,1.5,1.6500000000000001,True,196,43.88,-0.3003,-0.3003,0.569,-1599.96,0.418,7,1708.89,1.71,,-0.287,-7.14,0.05,-100.0,105,91,41.76,-0.357
ema_pullback_20_50,NZDUSD,D1,1.1,1.5,1.6500000000000001,True,171,43.86,-0.2621,-0.2621,0.647,-2621.2,0.061,6,2793.12,2.79,,-0.252,-7.18,0.05,-100.0,103,68,41.18,-0.3317
ema_pullback_20_50,EURUSD,D1,1.1,1.5,1.6500000000000001,True,162,43.83,-0.2586,-0.2586,0.794,-1578.4,0.058,8,2354.77,2.35,,-0.244,-7.24,0.05,-100.0,83,79,44.3,-0.2512
rsi_30_70,XPDUSD,M15,1.1,1.5,1.6500000000000001,True,89,43.82,-0.1714,-0.1714,0.662,-3837.09,0.722,5,4253.65,4.25,,-0.164,-7.25,0.05,-100.0,51,38,52.63,0.0045
donchian_20,NZDUSD,H1,1.1,1.5,1.6500000000000001,True,304,43.75,-0.4137,-0.4137,0.511,-1732.71,0.648,8,1753.35,1.75,,-0.393,-7.39,0.05,-100.0,178,126,41.27,-0.4765
donchian_20,US30.cash,M15,1.1,1.5,1.6500000000000001,True,272,43.75,-0.6005,-0.6005,0.36,-1284.3,2.219,8,1308.33,1.31,,-0.56,-7.39,0.05,-100.0,155,117,47.86,-0.475
ema_cross_9_20,EURUSD,H1,1.1,1.5,1.6500000000000001,True,167,43.71,-0.3399,-0.3399,0.548,-1216.48,0.356,6,1343.97,1.34,,-0.325,-7.46,0.05,-100.0,101,66,39.39,-0.4646
rsi_30_70,US30.cash,H1,1.1,1.5,1.6500000000000001,True,110,43.64,-0.377,-0.377,0.495,-818.35,0.221,7,846.27,0.85,,-0.358,-7.6,0.05,-100.0,59,51,43.14,-0.3867
ema_cross_12_26,AUDUSD,D1,1.1,1.5,1.6500000000000001,True,39,43.59,-0.2009,-0.2009,0.785,-480.21,0.014,4,840.43,0.84,,-0.191,-7.69,0.05,-100.0,23,16,37.5,-0.3376
rsi_30_70,XAGUSD,H1,1.1,1.5,1.6500000000000001,True,78,43.59,-0.1673,-0.1673,0.701,-8526.27,0.157,10,11973.71,11.9,,-0.16,-7.69,0.05,-100.0,40,38,36.84,-0.2974
donchian_20,GBPUSD,M15,1.1,1.5,1.6500000000000001,True,296,43.58,-0.4801,-0.4801,0.415,-1850.61,2.567,9,1857.61,1.86,,-0.459,-7.71,0.05,-100.0,170,126,46.83,-0.411
donchian_20,EURJPY,M15,1.1,1.5,1.6500000000000001,True,324,43.52,-0.5866,-0.5866,0.327,-1819.45,2.81,10,1819.45,1.82,,-0.559,-7.83,0.05,-100.0,191,133,43.61,-0.6458
ema_cross_9_20,EURJPY,M15,1.1,1.5,1.6500000000000001,True,175,43.43,-0.5842,-0.5842,0.346,-960.1,1.517,10,988.02,0.99,,-0.553,-8.0,0.05,-100.0,104,71,46.48,-0.5782
ema_cross_9_20,US30.cash,M15,1.1,1.5,1.6500000000000001,True,157,43.31,-0.599,-0.599,0.341,-726.97,1.281,7,733.13,0.73,,-0.563,-8.22,0.05,-100.0,97,60,41.67,-0.5907
ema_pullback_20_50,XPTUSD,H1,1.1,1.5,1.6500000000000001,True,679,43.3,-0.2533,-0.2533,0.691,-19280.56,1.365,11,19746.88,19.72,,-0.242,-8.25,0.05,-100.0,425,254,43.7,-0.223
